"FormKey","EditorID","Gated","Class"
"065A44:Skyrim.esm","LItemPotionResistShockBest","True","both"
"10D9CC:Skyrim.esm","LItemFoodMeatChicken","False","container-only"
"10350F:Skyrim.esm","LItemWEThiefGauntlets50","True","actor-only"
"0FD9C4:Skyrim.esm","SublistEnchArmorDragonplateCuirass05","False","both"
"1031C7:Skyrim.esm","LItemArmorGauntletsLightSpecial","True","container-only"
"1019D0:Skyrim.esm","LootDraugr1HWeapon100","False","actor-only"
"10731D:Skyrim.esm","SublistEnchGlassDaggerAbsorbMagicka","True","both"
"065A59:Skyrim.esm","LItemPotionFortifyTwoHandedBest","True","container-only"
"011D64:Dawnguard.esm","DLC1LitemStaffFalmer00","False","actor-only"
"08CA3C:Skyrim.esm","LItemOrcStrongholdMace","True","actor-only"
"0FD9EA:Skyrim.esm","SublistEnchArmorScaledGauntlets04","False","both"
"0E0FE3:Skyrim.esm","LItemStaffChainLightning50","False","actor-only"
"08CA38:Skyrim.esm","LItemWeaponDaggerBoss","True","actor-only"
"073F62:Skyrim.esm","LItemPoisonFrenzyBest","True","both"
"000EEF:Skyrim.esm","SublistArmorBootsDaedricBest05","False","actor-only"
"04B57B:Skyrim.esm","SublistEnchSteelSwordShock","True","both"
"0A273E:Skyrim.esm","LItemSpellTomes50MixedSkills","False","container-only"
"08A101:Skyrim.esm","SublistEnchEbonyGreatswordTurn","True","both"
"01D263:Skyrim.esm","SublistEnchDwarvenGreatswordTurn","True","both"
"08993D:Skyrim.esm","LItemEnchWeaponSoulTrap","True","unreached"
"08A147:Skyrim.esm","SublistEnchEbonyWarAxeFire","True","both"
"07103B:Skyrim.esm","LootVampireChestBossBase","False","container-only"
"070C12:Skyrim.esm","LootDwarvenEnchWeapons100","False","container-only"
"08FFF7:Skyrim.esm","LootFalmerLockpick15","False","container-only"
"0A273B:Skyrim.esm","LItemSpellTomes100Destruction","False","unreached"
"0A69FB:Skyrim.esm","SublistEnchSteelGreatswordSoulTrap","True","both"
"02BBF7:Dragonborn.esm","DLC2LItemEnchArmorHeavyCuirass","True","container-only"
"0181A6:Dawnguard.esm","DLC1_WESC_DawnguardCacheGold","True","container-only"
"0494DF:Skyrim.esm","FavorRewardGoldSmall","False","unreached"
"0FD9C0:Skyrim.esm","SublistEnchArmorDaedricShield04","False","both"
"015BE3:Skyrim.esm","LItemBanditHeavyCuirass","True","actor-only"
"0571A7:Skyrim.esm","LItemWeaponMaceBest","True","actor-only"
"01F323:Dragonborn.esm","DLC2RR02MirriDeathItem","False","unreached"
"01D2A6:Skyrim.esm","SublistEnchElvenMaceFrost","True","both"
"10FABA:Skyrim.esm","LootForswornCorpseGold","False","actor-only"
"0C9A2E:Skyrim.esm","LItemEnchOrcishWeaponSoulTrap","False","unreached"
"0F8A49:Skyrim.esm","FavorRewardEnchAxeBest","False","unreached"
"000F2E:Skyrim.esm","SublistEnchARmorCuirass05Dragonplate05","False","both"
"0FD9C1:Skyrim.esm","SublistEnchArmorDaedricShield05","False","both"
"0571AD:Skyrim.esm","LItemArmorBootsAnyBest","False","actor-only"
"08A141:Skyrim.esm","SublistEnchEbonySwordShock","True","both"
"1093F8:Skyrim.esm","LootStaffsAll","True","container-only"
"01D29D:Skyrim.esm","SublistEnchElvenGreatswordFire","True","both"
"089C17:Skyrim.esm","SublistEnchGlassWarhammerTurn","True","both"
"105EF9:Skyrim.esm","LITemWarlockRobes","True","actor-only"
"0A298C:Skyrim.esm","LItemSpellTomes50AllAlteration","False","container-only"
"03ADA2:Skyrim.esm","DeathItemChaurusEggs25","False","unreached"
"08C8C0:Skyrim.esm","SublistEnchDaedricWarhammerStamina","True","both"
"0B508E:Skyrim.esm","SublistEnchArmorIronShield02","False","both"
"0A69F1:Skyrim.esm","SublistEnchSteelMaceTurn","True","both"
"0A6A2D:Skyrim.esm","SublistEnchSteelWarhammerMagicka","True","both"
"10FAFD:Skyrim.esm","CWSoldierImperialGearNoTorchNoBow","False","actor-only"
"0559F7:Skyrim.esm","LItemDraugrShield50","False","actor-only"
"10FABC:Skyrim.esm","LootForswornPotions10","False","actor-only"
"02B9A1:Dragonborn.esm","DLC2SublistEnchStalhrimDaggerParalyze","True","container-only"
"08A14B:Skyrim.esm","SublistEnchEbonyWarAxeShock","True","both"
"02B9D8:Dragonborn.esm","DLC2SublistEnchStalhrimWarAxeShock","True","both"
"10F9B3:Skyrim.esm","LItemRobesRestoration","True","container-only"
"0FD9F7:Skyrim.esm","SublistEnchArmorGlassGauntlets03","False","both"
"01CB40:Skyrim.esm","SublistEnchOrcishWarhammerShock","True","both"
"09AF0B:Skyrim.esm","LItemMiscVendorAnimalPart75","True","container-only"
"0A6A18:Skyrim.esm","SublistEnchSteelDaggerFear","True","both"
"089920:Skyrim.esm","SublistEnchIronWarhammerFear","True","both"
"02B9E4:Dragonborn.esm","DLC2SublistEnchStalhrimWarhammerShock","True","container-only"
"0899C7:Skyrim.esm","SublistEnchGlassBattleaxeStamina","True","both"
"08CBB1:Skyrim.esm","SublistEnchElvenBattleaxeBanish","True","both"
"0AE695:Skyrim.esm","PerkInvestorMarkarthBlacksmithList","False","container-only"
"0AF19B:Skyrim.esm","PerkInvestorWindhelmBlacksmithList","False","container-only"
"000F1F:Skyrim.esm","SublistEnchWeaponDaggerDaedric05","False","both"
"0A6A26:Skyrim.esm","SublistEnchSteelWarAxeTurn","True","both"
"071276:Skyrim.esm","LootHagravenScrolls100","False","container-only"
"101073:Skyrim.esm","LItemEnchJewelryAll15","False","container-only"
"017007:Skyrim.esm","LItemEnchWeaponBowDremoraFire","True","actor-only"
"0A6A30:Skyrim.esm","SublistEnchSteelWarhammerStamina","True","both"
"101C8F:Skyrim.esm","LItemFoodBlackBriarMeadList","False","container-only"
"02BAA4:Dragonborn.esm","DLC2SublistEnchArmorStalhrimHeavyGauntlets06","False","container-only"
"0C3DE0:Skyrim.esm","LItemEnchImperialSword","True","both"
"01D295:Skyrim.esm","SublistEnchElvenDaggerFire","True","both"
"10FF0A:Skyrim.esm","PenitusGearWithBow","False","actor-only"
"08C8F3:Skyrim.esm","SublistEnchDaedricWarhammerTurn","True","both"
"0F6284:Skyrim.esm","LItemBlacksmithMinWarhammer","True","container-only"
"071551:Skyrim.esm","LootCWSonsChestPotions25","False","container-only"
"08A9A8:Skyrim.esm","SublistEnchDaedricBowFear","True","both"
"011BDB:Dawnguard.esm","DLC1LItemSoulCairnIngredientsDrop","False","unreached"
"0FD9E2:Skyrim.esm","SublistEnchArmorScaledHelmet02","False","both"
"08CA71:Skyrim.esm","SublistEnchElvenGreatswordBanish","True","both"
"0FD827:Skyrim.esm","CWSoldierWoundedOutfitArmBandagesList","False","actor-only"
"10F9D3:Skyrim.esm","LootMiningToolRandom05","False","actor-only"
"0CD9F0:Skyrim.esm","LItemArmorCuirassAnyReward","False","unreached"
"0FD9FF:Skyrim.esm","SublistEnchArmorDragonscaleCuirass06","False","both"
"071523:Skyrim.esm","LootCWSonsChestPotions100","False","container-only"
"0FFF56:Skyrim.esm","TGProwlersProfitGems25","False","both"
"1072C6:Skyrim.esm","SublistEnchDaedricBattleaxeAbsorbMagicka","True","both"
"000ED6:Skyrim.esm","LItemEnchWeaponMaceBlacksmith","True","both"
"074A20:Skyrim.esm","LItemPoisonDamageStaminaLingering","True","actor-only"
"02BA45:Dragonborn.esm","DLC2SublistEnchArmorBonemoldBoots02","False","unreached"
"107303:Skyrim.esm","SublistEnchEbonyWarhammerAbsorbStamina","True","both"
"0EDDD2:Skyrim.esm","LItemStaffDestruction75","False","actor-only"
"014CF7:Dawnguard.esm","DLC1VendorGadgetsSorineJurardBoltsDwarvenGated75","False","container-only"
"0B420F:Skyrim.esm","LootBanditIngots100","False","container-only"
"02BA5E:Dragonborn.esm","DLC2SublistEnchArmorChitinLightHelmet02","False","container-only"
"04C165:Skyrim.esm","LootWarlockSpellTomes00All15","True","both"
"065A61:Skyrim.esm","LItemPotionFortifyStealthSkillsBest","False","container-only"
"105242:Skyrim.esm","LItemSpellVendorStaffsAll75","True","container-only"
"0B5097:Skyrim.esm","SublistEnchArmorBandedIronShield01","False","both"
"03DF1D:Skyrim.esm","LItemBanditBossSword","True","actor-only"
"089D35:Skyrim.esm","SublistEnchEbonyBattleaxeMagicka","True","both"
"08B618:Skyrim.esm","SublistEnchDaedricSwordFrost","True","both"
"02C451:Dragonborn.esm","DLC2LootDwarvenArmor100","False","container-only"
"10FAB1:Skyrim.esm","LItemStaff25NPC","False","actor-only"
"10FAD1:Skyrim.esm","LootStaffsWeaponWarlock","True","actor-only"
"010962:Dawnguard.esm","DLC1LootDragonDaedricArrows","False","unreached"
"1046E4:Skyrim.esm","LootCitizenPocketsChild","False","actor-only"
"0FD9A7:Skyrim.esm","SublistEnchArmorEbonyBoots05","False","both"
"071076:Skyrim.esm","LootVampireSoulGems100","False","container-only"
"00F1A9:Dawnguard.esm","DLC1LItemWeaponCrossBowEnhancedGated","False","container-only"
"103519:Skyrim.esm","LItemWEThiefHood","False","actor-only"
"0571A2:Skyrim.esm","LItemArmorGauntletsHeavyBest","True","unreached"
"016750:Skyrim.esm","LItemArmorHelmetHeavyTown","True","container-only"
"08FFF6:Skyrim.esm","LootDwarvenLockpick15","False","container-only"
"046051:Skyrim.esm","LItemSoldierSonsSword","True","both"
"0B506E:Skyrim.esm","SublistEnchArmorLeatherBoots01","False","both"
"094066:Skyrim.esm","SublistEnchOrcishDaggerFear","True","both"
"01ED0E:Skyrim.esm","LootFalmerEnchWeapons25","False","container-only"
"0D8834:Skyrim.esm","TGLockpicks","False","container-only"
"052B5E:Skyrim.esm","TGREvidenceList","False","unreached"
"1092B3:Skyrim.esm","LItemFalmerArrows","False","actor-only"
"0899FE:Skyrim.esm","SublistEnchGlassWarAxeFire","True","both"
"01C75B:Skyrim.esm","SublistEnchOrcishSwordTurn","True","both"
"08777E:Skyrim.esm","LootBanditJewelry10","False","both"
"084B5F:Skyrim.esm","SublistEnchArmorElvenGauntlets02","False","both"
"094071:Skyrim.esm","SublistEnchOrcishGreatswordFire","True","both"
"105597:Skyrim.esm","OutfitListHoldGuardHelmetsRift","False","actor-only"
"000F35:Skyrim.esm","SublistEnchArmorGauntlets06Daedric05","False","both"
"0ABF3D:Skyrim.esm","ArmorImperialHeavyHelmets","False","unreached"
"10F91A:Skyrim.esm","LItemApothecaryRecipesCommon100","False","both"
"0CB3BA:Skyrim.esm","LItemEnchGlassWarAxe","False","both"
"0CD159:Skyrim.esm","CWMissionReward","False","unreached"
"0A69E8:Skyrim.esm","SublistEnchSteelBattleAxeMagicka","True","both"
"10FADB:Skyrim.esm","LootThalmorDrinkList25","False","actor-only"
"0AE746:Skyrim.esm","LItemEnchImperialBow","False","both"
"1031BE:Skyrim.esm","LItemEnchArmorLightHelmetSpecial","True","container-only"
"0A69F9:Skyrim.esm","SublistEnchSteelGreatswordMagicka","True","both"
"10350D:Skyrim.esm","LItemWEThiefBoots","True","actor-only"
"0351D9:Skyrim.esm","LItemStaffAlteration75","False","both"
"037C13:Skyrim.esm","BaseArrowEbony75","False","both"
"10734C:Skyrim.esm","LItemEnchCircletAll","False","both"
"01D2A0:Skyrim.esm","SublistEnchElvenGreatswordShock","True","both"
"03AD7E:Skyrim.esm","DeathItemDragonPriest","False","unreached"
"071081:Skyrim.esm","LootHagravenChestPotions25","False","both"
"0C9A35:Skyrim.esm","LItemEnchDwarvenMace","False","both"
"08CA09:Skyrim.esm","SublistEnchElvenWarhammerBanish","True","both"
"07D980:Skyrim.esm","SublistThalmorArrowsElven","False","actor-only"
"02B0D6:Dragonborn.esm","DLC2LItemEnchNordicMace","False","container-only"
"10E8A9:Skyrim.esm","LootFurnitureGemsJewelry50","False","container-only"
"017110:Skyrim.esm","LootSilverHandRandom","False","actor-only"
"107308:Skyrim.esm","SublistEnchElvenDaggerAbsorbMagicka","True","both"
"01FEFF:Dragonborn.esm","DLC2LItemEnchArmorHeavyBootsDremora","True","container-only"
"02BA6B:Dragonborn.esm","DLC2SublistEnchArmorChitinHeavyCuirass03","False","container-only"
"02B0AA:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeShock","True","container-only"
"074A25:Skyrim.esm","LItemPoisonDamageStaminaAllBest","False","unreached"
"0DDDA0:Skyrim.esm","LItemEnchIronWarAxeBoss","False","actor-only"
"10FAC9:Skyrim.esm","LootDraugrChestPotions05","False","actor-only"
"0F4C88:Skyrim.esm","LItemWeaponDwarvenMace","True","unreached"
"1072DF:Skyrim.esm","SublistEnchDwarvenDaggerAbsorbStamina","True","both"
"002F94:Update.esm","LLI_Vendor_SpecialItems","False","container-only"
"0B5071:Skyrim.esm","SublistEnchArmorLeatherCuirass01","False","both"
"04A40F:Skyrim.esm","FavorRewardJewelry","False","unreached"
"0FDA18:Skyrim.esm","LItemEnchArmorLightAllNoDragon","False","container-only"
"0FFF52:Skyrim.esm","TGLootProwlersProfit","False","both"
"02DF95:Skyrim.esm","LItemVampireCuirass","True","unreached"
"09CD40:Skyrim.esm","LItemApothecaryPotionAllSkills75","False","container-only"
"02AACB:Dragonborn.esm","DLC2SublistEnchNordicWarhammerAbsorbMagicka","True","container-only"
"02BBFD:Dragonborn.esm","DLC2LItemEnchArmorLightGauntlets","True","container-only"
"073FAC:Skyrim.esm","LItemPoisonDrainMagicSkillsBest","False","both"
"087138:Skyrim.esm","LItemLootIMineralsProcessed","True","both"
"03AD81:Skyrim.esm","DeathItemDwarvenCenturion","False","unreached"
"017102:Skyrim.esm","VendorGoldBlacksmithTown","False","container-only"
"02B9D9:Dragonborn.esm","DLC2SublistEnchStalhrimWarAxeStamina","True","both"
"043BD6:Skyrim.esm","LItemForswornWeaponBow","True","unreached"
"01ECDE:Skyrim.esm","LootFalmerWeapon100","False","container-only"
"017152:Skyrim.esm","LItemSoldierSonsHelmetBest","False","unreached"
"100E6B:Skyrim.esm","LItemEnchRingDestruction","True","both"
"075921:Skyrim.esm","VendorBlacksmithEnchArmorLevel10","False","container-only"
"0E3E99:Skyrim.esm","LItemPotionAll","False","both"
"0899C1:Skyrim.esm","SublistEnchGlassBattleaxeFire","True","both"
"088513:Skyrim.esm","LootDraugrGoldBoss01","True","both"
"0FDE7C:Skyrim.esm","MGRitualRestorationBooks","False","container-only"
"037C1B:Skyrim.esm","LItemBanditWeapon1H","False","actor-only"
"08A821:Skyrim.esm","SublistEnchEbonyWarhammerParalyze","True","both"
"02BA4B:Dragonborn.esm","DLC2SublistEnchArmorBonemoldCuirass02","False","unreached"
"08CA45:Skyrim.esm","LItemOrcStrongholdCuirass","True","actor-only"
"100E83:Skyrim.esm","LItemEnchRingTwoHanded","True","both"
"0CD9F6:Skyrim.esm","LItemArmorShieldLightReward","True","unreached"
"0165E6:Skyrim.esm","LItemArmorShieldAny","False","both"
"1031AC:Skyrim.esm","LItemWeaponBattleAxeSpecial","True","container-only"
"10E0DA:Skyrim.esm","LootDwarvenGems10","False","unreached"
"10B2C0:Skyrim.esm","LItemSpecialLoot10","False","container-only"
"071229:Skyrim.esm","LootHagravenJewelry25","False","container-only"
"01C493:Skyrim.esm","SublistEnchOrcishMaceShock","True","both"
"092A13:Skyrim.esm","SublistEnchArmorSteelPlateHelmet03","False","both"
"08C5BE:Skyrim.esm","SublistEnchDaedricWarhammerFear","True","both"
"006899:Dawnguard.esm","DLC01SoulCairnHuskRandomChance","False","container-only"
"0CAF4F:Skyrim.esm","LItemEnchElvenWarAxe","False","both"
"02AAE4:Dragonborn.esm","DLC2SublistEnchNordicSwordMagicka","True","container-only"
"0F77F7:Skyrim.esm","LootDragonGems25","False","unreached"
"000F3C:Skyrim.esm","SublistEnchArmorHelmet04Daedric05","False","both"
"070D19:Skyrim.esm","LootWerewolfWeapon100","False","container-only"
"01D2B0:Skyrim.esm","SublistEnchElvenSwordShock","True","both"
"0A2737:Skyrim.esm","LItemSpellTomes75Destruction","False","unreached"
"000F29:Skyrim.esm","SublistEnchArmorBoots06Daedric05","False","both"
"035320:Skyrim.esm","LItemStaffsAll","True","both"
"02B0A2:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeAbsorbMagicka","True","container-only"
"0B5563:Skyrim.esm","LootDraugrEnchWeapons25","False","unreached"
"10F9AF:Skyrim.esm","LItemRobesAlteration","True","container-only"
"000F3B:Skyrim.esm","SublistEnchArmorHelmet06Dragonplate05","False","both"
"02AAE5:Dragonborn.esm","DLC2SublistEnchNordicSwordParalyze","True","container-only"
"02B0AD:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeTurn","True","container-only"
"006BB2:Dawnguard.esm","DLC1RH05DwarvenScrap","False","unreached"
"03AD88:Skyrim.esm","DeathItemBriarheartWarrior","False","unreached"
"08B6FE:Skyrim.esm","SublistEnchDaedricWarAxeFear","True","both"
"105249:Skyrim.esm","LItemNecromancerRobesMagickaRate","True","both"
"092A10:Skyrim.esm","SublistEnchArmorSteelPlateGauntlets03","False","both"
"02857A:Dragonborn.esm","DLC2LItemSpellTomes75Restoration","False","unreached"
"0CB3D5:Skyrim.esm","LItemEnchEbonyWeaponSoulTrap","False","unreached"
"037C16:Skyrim.esm","BaseArrowFalmer75","False","actor-only"
"016741:Skyrim.esm","LItemArmorHelmetLight","True","both"
"0B555E:Skyrim.esm","LootDraugrEnchWeapons15","False","unreached"
"0165E3:Skyrim.esm","LItemArmorShieldLight","True","both"
"10733A:Skyrim.esm","SublistEnchOrcishSwordAbsorbHealth","True","both"
"02AAD1:Dragonborn.esm","DLC2SublistEnchNordicWarhammerMagicka","True","container-only"
"0374ED:Dragonborn.esm","DLC2LitemArmorBootsLightTown","True","container-only"
"10854C:Skyrim.esm","LItemSummersetShadowsArmorHelmet","False","actor-only"
"08CF75:Skyrim.esm","SublistEnchElvenMaceParalyze","True","both"
"10F9D6:Skyrim.esm","LootFalmerSpecialArrows10","False","actor-only"
"104ABB:Skyrim.esm","LootStaffsAll15","True","container-only"
"017363:Skyrim.esm","LItemBlacksmithSpecialLoot100","False","container-only"
"10FAB7:Skyrim.esm","LootForswornFood10","False","actor-only"
"01D266:Skyrim.esm","SublistEnchDwarvenMaceFrost","True","both"
"01ED2A:Skyrim.esm","LootFalmerGoldBoss","True","container-only"
"0B506F:Skyrim.esm","SublistEnchArmorLeatherBoots02","False","both"
"0F4C8A:Skyrim.esm","LItemWeaponDwarvenWarhammer","True","unreached"
"089908:Skyrim.esm","SublistEnchIronDaggerFire","True","both"
"10DF63:Skyrim.esm","LItemEnchNecklaceLightArmor","True","both"
"0C9A31:Skyrim.esm","LItemEnchDwarvenBattleaxe","False","both"
"09AF12:Skyrim.esm","LItemMiscVendorSoulGemFull","False","both"
"10B2F1:Skyrim.esm","OutfitListHoldGuardHelmetsWhiterunNormal","False","actor-only"
"037C23:Skyrim.esm","LItemBanditBoots","True","actor-only"
"089D5D:Skyrim.esm","SublistEnchEbonyBowSoulTrap","True","both"
"03A2B7:Dragonborn.esm","LootEnchRobes100","False","container-only"
"02B0A6:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeFire","True","container-only"
"10523F:Skyrim.esm","LItemSpellTomes25AllSpells","False","container-only"
"02B0D0:Dragonborn.esm","DLC2SublistEnchNordicGreatswordStamina","True","container-only"
"0714FD:Skyrim.esm","LootCWImperialsJewelry25","False","container-only"
"060036:Skyrim.esm","LootForswornArmor15","False","container-only"
"02BA51:Dragonborn.esm","DLC2SublistEnchArmorBonemoldGauntlets02","False","unreached"
"02BAA8:Dragonborn.esm","DLC2SublistEnchArmorStalhrimLightHelmet05","False","container-only"
"0A6A1F:Skyrim.esm","SublistEnchSteelDaggerTurn","True","both"
"10E0E8:Skyrim.esm","LootBanditJewelry05","False","actor-only"
"017151:Skyrim.esm","LItemSoldierSonsCuirassBest","False","unreached"
"065A5E:Skyrim.esm","LItemPotionFortifyMagicSkillsBest","False","container-only"
"08B60B:Skyrim.esm","SublistEnchDaedricMaceBanish","True","both"
"071646:Skyrim.esm","LootCWSonsChestBossBase","False","container-only"
"0A69F8:Skyrim.esm","SublistEnchSteelGreatswordFrost","True","both"
"02B0B0:Dragonborn.esm","DLC2SublistEnchNordicBowFire","True","container-only"
"09E2B4:Skyrim.esm","LItemSpellTomes00Restoration","False","both"
"0E0FE0:Skyrim.esm","LItemStaffLightningBolt50","False","actor-only"
"06851D:Skyrim.esm","DB08DeathBook","False","unreached"
"02BC08:Dragonborn.esm","DLC2LItemEnchWeaponWarAxe","True","both"
"08990F:Skyrim.esm","SublistEnchIronBattleaxeSoulTrap","True","both"
"0DDD9C:Skyrim.esm","LItemEnchDwarvenWarAxeBoss","False","actor-only"
"10C6F0:Skyrim.esm","ArmorGlassSet","False","unreached"
"105EEB:Skyrim.esm","LItemWarlockRobesAlteration","True","actor-only"
"089D55:Skyrim.esm","SublistEnchEbonyBattleaxeTurn","True","both"
"0D54C1:Skyrim.esm","VendorGoldFenceStage02","False","container-only"
"024334:Skyrim.esm","LItemDraugr05EWeaponArrowSublist","False","actor-only"
"02C452:Dragonborn.esm","DLC2LootDwarvenWeapon100","False","container-only"
"03C6A8:Dragonborn.esm","DLC2SkaalVillageHorkerMeat","False","unreached"
"065A8A:Skyrim.esm","LItemPoisonAll","False","both"
"010961:Dawnguard.esm","DLC1LItemDaedricWeapon","False","unreached"
"03AD85:Skyrim.esm","DeathItemFlameAtronach","False","unreached"
"0CB3DD:Skyrim.esm","LItemEnchDaedricSword","False","both"
"000ED4:Skyrim.esm","LItemEnchWeaponBlacksmithAny","False","container-only"
"0FD9D1:Skyrim.esm","SublistEnchArmorDragonplateBoots06","False","both"
"084B66:Skyrim.esm","SublistEnchArmorElvenShield03","False","both"
"0D8833:Skyrim.esm","TGSpellTomes","False","container-only"
"101C93:Skyrim.esm","LItemFoodBlackBriarMead75","False","container-only"
"0F4C89:Skyrim.esm","LItemWeaponDwarvenSword","True","unreached"
"017155:Skyrim.esm","LItemSoldierSonsArmorSet02","False","unreached"
"0FDA19:Skyrim.esm","LItemEnchArmorHeavyAllNoDragon","False","container-only"
"0AD3D8:Skyrim.esm","PerkInvestorRiftenApothecaryList","False","container-only"
"02B9F1:Dragonborn.esm","DLC2LItemEnchStalhrimWarhammer","False","container-only"
"070EB3:Skyrim.esm","LootVampireArmor10","False","container-only"
"074A23:Skyrim.esm","LItemPoisonDamageStaminaRateBest","True","unreached"
"024304:Skyrim.esm","LItemDraugr02WeaponArrowSublist","False","actor-only"
"068527:Skyrim.esm","LItemGemEmpty","True","unreached"
"10BF6D:Skyrim.esm","LItemFoodPotato75","False","container-only"
"0714EE:Skyrim.esm","LootCWImperialsGold","True","both"
"02BA4F:Dragonborn.esm","DLC2SublistEnchArmorBonemoldGauntlets01","False","unreached"
"026B57:Dragonborn.esm","DLC2ChitinLightAllShield20","False","actor-only"
"1072DD:Skyrim.esm","SublistEnchDwarvenDaggerAbsorbHealth","True","both"
"10F9CC:Skyrim.esm","LItemFalmerEar50","False","unreached"
"101C8D:Skyrim.esm","LItemFoodHonningbrewMeadList","False","container-only"
"02AAD9:Dragonborn.esm","DLC2SublistEnchNordicWarAxeBanish","True","both"
"000F0F:Skyrim.esm","SublistWeaponDaggerDaedric05","False","both"
"0FD9D7:Skyrim.esm","SublistEnchArmorDragonplateShield06","False","both"
"0F6286:Skyrim.esm","LItemBlacksmithMinBootsLight","True","container-only"
"02BBFC:Dragonborn.esm","DLC2LItemEnchArmorLightCuirass","True","container-only"
"0CB3DB:Skyrim.esm","LItemEnchDaedricGreatsword","False","both"
"0F6F20:Skyrim.esm","LItemBanditHideHelmetVariants","False","unreached"
"101DA9:Skyrim.esm","LootDwarvenClutter25","False","container-only"
"10C6ED:Skyrim.esm","LItemVampireAttire","False","actor-only"
"10F9D0:Skyrim.esm","LootFalmerIngredients25","False","both"
"0348F7:Skyrim.esm","LootBanditEnchArmor100","False","container-only"
"0CAF5A:Skyrim.esm","LItemEnchElvenWeaponTurn","False","unreached"
"10E992:Skyrim.esm","lItemGems10","True","unreached"
"065A85:Skyrim.esm","LItemPoisonWeaknessFire","True","both"
"02C459:Dragonborn.esm","DLC2LootWerebeastWeapon25","False","container-only"
"03A174:Skyrim.esm","LItemPotionHealRate","True","both"
"000F2D:Skyrim.esm","SublistEnchArmorCuirass04Dragonplate05","False","both"
"10BF73:Skyrim.esm","LItemFoodTomato","False","container-only"
"02B0D3:Dragonborn.esm","DLC2LItemEnchNordicBow","False","container-only"
"0DDD79:Skyrim.esm","LItemEnchSteelBattleaxeBoss","False","actor-only"
"1031BB:Skyrim.esm","LItemEnchArmorLightBootsSpecial","True","container-only"
"0CAF58:Skyrim.esm","LItemEnchElvenWeaponSoulTrap","False","unreached"
"08A9A5:Skyrim.esm","SublistEnchDaedricBattleAxeStamina","True","both"
"089D56:Skyrim.esm","SublistEnchEbonyBowBanish","True","both"
"0A197C:Skyrim.esm","LItemWerewolfWeapon2HBoss","False","actor-only"
"0571B0:Skyrim.esm","LItemArmorHelmetAnyBest","False","unreached"
"037C19:Skyrim.esm","LItemBanditSword","True","actor-only"
"0C9A25:Skyrim.esm","LItemEnchOrcishMace","False","both"
"03DF1F:Skyrim.esm","LItemBanditBossMace","True","actor-only"
"070C1C:Skyrim.esm","LootDwarvenSoulGems15","False","container-only"
"02AAEC:Dragonborn.esm","DLC2SublistEnchNordicMaceAbsorbStamina","True","container-only"
"06852B:Skyrim.esm","LItemSoulGemFullTown","True","unreached"
"01ED21:Skyrim.esm","LootFalmerChestPotions100","False","container-only"
"0A17B1:Skyrim.esm","WE100LvlItemList","False","unreached"
"0A6A1A:Skyrim.esm","SublistEnchSteelDaggerFrost","True","both"
"037C27:Skyrim.esm","LootBanditGold","True","both"
"0DDD70:Skyrim.esm","LItemDraugr04BossWeapon1HMagic","True","actor-only"
"1072C3:Skyrim.esm","DeathItemFox","False","unreached"
"02E1E3:Skyrim.esm","LItemVampireBossBoots","True","unreached"
"0763EF:Skyrim.esm","LItemOrcStrongholdArrows","True","actor-only"
"02B0AC:Dragonborn.esm","DLC2SublistEnchNordicBattleaxeStamina","True","container-only"
"02BC11:Dragonborn.esm","DLC2LItemWeaponMace","True","both"
"0CD9F5:Skyrim.esm","LItemArmorShieldHeavyReward","True","unreached"
"10DF6B:Skyrim.esm","LItemEnchNecklaceSpeechcraft","True","both"
"0AF64E:Skyrim.esm","PerkInvestorDawnstarApothecaryList","False","container-only"
"02BC25:Dragonborn.esm","DLC2LItemEnchArmorLightBootsSpecial","True","container-only"
"10FACA:Skyrim.esm","LootDraugrSpellTomes05","True","actor-only"
"037C1D:Skyrim.esm","LItemBanditGreatsword","True","actor-only"
"0899F9:Skyrim.esm","SublistEnchGlassSwordSoulTrap","True","both"
"02B9E2:Dragonborn.esm","DLC2SublistEnchStalhrimWarhammerMagicka","True","container-only"
"04B579:Skyrim.esm","SublistEnchSteelSwordFire","True","both"
"0165BB:Skyrim.esm","LItemWeaponMaceTown","True","both"
"02AAE9:Dragonborn.esm","DLC2SublistEnchNordicSwordTurn","True","container-only"
"084B62:Skyrim.esm","SublistEnchArmorElvenHelmet02","False","both"
"10E0E7:Skyrim.esm","LootBanditSpellTomes10","True","actor-only"
"02B9B8:Dragonborn.esm","DLC2SublistEnchStalhrimMaceAbsorbStamina","True","container-only"
"107325:Skyrim.esm","SublistEnchGlassSwordAbsorbHealth","True","both"
"10C1FD:Skyrim.esm","LItemIngredientMushroom03","False","container-only"
"107335:Skyrim.esm","SublistEnchOrcishGreatswordAbsorbMagicka","True","both"
"02B0EC:Dragonborn.esm","DLC2SublistEnchStalhrimBowMagicka","True","container-only"
"08B645:Skyrim.esm","SublistEnchDaedricSwordTurn","True","both"
"028575:Dragonborn.esm","DLC2LItemSpellTOmes50Restoration","False","unreached"
"106665:Skyrim.esm","LItemJewelryCirclet75","True","unreached"
